icid,設備編號,路口名稱,群組,經度,緯度,三合一報表連結（網址）
IM7ZZ,SM7ZZ10,市民八段-興中路,GC0214,121.607689,25.053436,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM7ZZ10
IM83A,SM83A10,市民八段-忠孝東七段415巷,GC0153,121.608821,25.053617,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM83A10
IM8GA,SM8GA10,重慶北一段-南京西路,GS0020,121.514345,25.054028,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM8GA10
IM8PX,SM8PX10,健康31號(松山醫院),GN0082,121.558071,25.053771,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM8PX10
IM8Z7,SM8Z710,南港路二段41巷,GA0305,121.604127,25.053871,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM8Z710
IM9QH,SM9QH10,健康路-延壽街330巷,GN0082,121.56048,25.053961,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM9QH10
IM9VQ,SM9VQ10,經貿一路-二路105巷(1-7號道路),GA0307,121.586456,25.053833,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM9VQ10
IM9Z7,SM9Z710,東明街-興南街60巷,GS0296,121.603303,25.053725,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SM9Z710
IMA48,SMA4810,市民八段536巷,GC0180,121.61341,25.053933,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMA4810
IMAGJ,SMAGJ10,太原路152巷,GC0070,121.516319,25.054356,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMAGJ10
IMAQS,SMAQS10,健康路-南京東五段147巷,GN0082,121.562047,25.054045,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMAQS10
IMAR8,SMAR810,健康路-三民路,GN0082,121.563871,25.054129,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMAR810
IMARU,SMARU10,健康路325巷12弄(西松高中),GC0035,121.567177,25.055425,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMARU10
IMAXX,SMAXX10,南港路二段-興南街,GA0305,121.597617,25.054024,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMAXX10
IMAZC,SMAZC10,東明街-東新國小側門,GS0296,121.601955,25.053464,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMAZC10
IMBNX,SMBNX10,健康路15巷-敦化北路155巷,GN0082,121.55289,25.054197,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBNX10
IMBRM,SMBRM10,健康路-南京東路五段291巷,GN0082,121.56621,25.054246,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBRM10
IMBRU,SMBRU10,健康路-寶清街,GN0082,121.567261,25.054296,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBRU10
IMBSS,SMBSS10,三民路-43巷,GS0039,121.563643,25.056103,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBSS10
IMBWS,SMBWS10,南港路三段-昆陽街,GC0080,121.591869,25.054074,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBWS10
IMBWT,SMBWT10,南港路三段-50巷,GC0080,121.591859,25.054056,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMBWT10
IMC3W,SMC3W10,市民八段-東南街(南),GC0180,121.612216,25.05417,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMC3W10
IMC4J,SMC4J10,市民八段-中南街,GC0180,121.615253,25.054169,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMC4J10
IMCML,SMCML10,長春路-慶城街,GA0269,121.546171,25.054484,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMCML10
IMCN8,SMCN810,敦化北路-長春路,GA0079,121.548976,25.05441,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMCN810
IMCSE,SMCSE10,健康路-塔悠路,GN0088,121.569839,25.054476,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMCSE10
IMCUA,SMCUA10,潭美街-新明路460巷,GS0300,121.579086,25.05433,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMCUA10
IMCZP,SMCZP10,南港路一段-興中路,GS1000,121.60619,25.054242,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMCZP10
IMD3W,SMD3W10,市民八段-東南街(北),GC0180,121.612204,25.054332,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMD3W10
IMD46,SMD4610,市民八段-南港路一段171巷,GC0180,121.613068,25.054317,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMD4610
IMDL8,SMDL810,長春路-合江街,GA0069,121.539076,25.054672,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDL810
IMDLH,SMDLH10,長春路-龍江路,GA0069,121.540503,25.05464,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDLH10
IMDLS,SMDLS10,長春路-遼寧街,GA0069,121.542118,25.054598,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDLS10
IMDUD,SMDUD10,南京東六段-新明路426巷(南側),GS0300,121.579591,25.054492,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDUD10
IMDX6,SMDX610,南港路三段-成功路一段,GN0299,121.593178,25.054403,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDX610
IMDXF,SMDXF10,南港路二段-向陽路,GN0299,121.594852,25.054107,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMDXF10
IME4S,SME4S10,研究院一段-市民八段,GA0114,121.6165,25.054469,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SME4S10
IMEJE,SMEJE10,長春路-吉林路,GC0056,121.530137,25.05484,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEJE10
IMEJM,SMEJM10,長春路-一江街,GN0047,121.531524,25.054817,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEJM10
IMEJQ,SMEJQ10,長春路-吉林國小,GC0056,121.528561,25.054845,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEJQ10
IMEJW,SMEJW10,長春路-松江路,GN0047,121.53307,25.054793,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEJW10
IMEK5,SMEK510,長春路63巷,GC0149,121.533625,25.054782,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEK510
IMEKD,SMEKD10,長春路-伊通街,GS0012,121.534824,25.054769,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEKD10
IMEKQ,SMEKQ10,建國北二段-長春路,GN0064,121.536846,25.054734,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEKQ10
IMEML,SMEML10,民生東三段-130巷,GN0072,121.546215,25.057715,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEML10
IMEVZ,SMEVZ10,經貿二05巷(1-7號道路),GA0307,121.587946,25.054577,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEVZ10
IMEZX,SMEZX10,南港路二段-興華路,GC0153,121.60748,25.054471,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMEZX10
IMF37,SMF3710,南港路二段178巷,GA0305,121.608601,25.054665,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMF3710
IMF38,SMF3810,南港路一段277巷,GC0153,121.608505,25.054614,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMF3810
IMFHU,SMFHU10,中山北二段-長春路,GA0037,121.522714,25.054992,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMFHU10
IMFIG,SMFIG10,林森北路-長春路,GN0047,121.525459,25.05491,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMFIG10
IMFIU,SMFIU10,新生北二段-長春路,GN0047,121.52756,25.054867,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMFIU10
IMG5C,SMG5C10,南港路一段南港橋(調撥車道專用),GS0451,121.620237,25.054752,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMG5C10
IMGGM,SMGGM10,平陽街-太原路,GC0184,121.51654,25.05514,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMGGM10
IMGTV,SMGTV10,堤頂一段-新明路522巷,GS0300,121.577373,25.054925,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMGTV10
IMGXG,SMGXG10,重陽路-向陽路,GN0299,121.594905,25.054847,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMGXG10
IMH3J,SMH3J10,南港路一段-惠民街,GA0307,121.610307,25.054956,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMH3J10
IMH5E,SMH5E10,南港路一段-經貿一路,GA0114,121.618681,25.054822,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMH5E10
IMIFM,SMIFM10,延平北二段60巷,GA0014,121.511665,25.055437,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMIFM10
IMIPJ,SMIPJ10,光復北路165巷,GN0082,121.555759,25.05536,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMIPJ10
IMIUI,SMIUI10,南京東六段-新明路426巷,GS0300,121.580258,25.055203,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMIUI10
IMIWB,SMIWB10,松河街-南港路三段106巷,GS0008,121.589059,25.055222,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMIWB10
IMJ4B,SMJ4B10,南港路一段-三重路,GA0307,121.613926,25.055311,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMJ4B10
IMJ4J,SMJ4J10,南港路一段-中南街,GA0307,121.615254,25.055243,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMJ4J10
IMK47,SMK4710,"南港路一段136,171巷",GA0307,121.613223,25.055305,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMK4710
IMKMS,SMKMS10,慶城街-興安街,GA0269,121.547158,25.055636,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMKMS10
IMKWZ,SMKWZ10,成功路一段36巷,GN0299,121.592955,25.055422,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMKWZ10
IMLG6,SMLG610,重慶北二段64巷,GN0019,121.513937,25.055926,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMLG610
IMLUU,SMLUU10,新明路298巷(成美橋頭),GS0449,121.582203,25.055728,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMLUU10
IMLXT,SMLXT10,重陽路39巷,GN0299,121.596841,25.055634,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMLXT10
IMMJ6,SMMJ610,中原街-吉林路144巷,GN0047,121.528854,25.056054,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMMJ610
IMMJE,SMMJE10,吉林路44巷,GN0047,121.530162,25.05604,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMMJE10
IMMQH,SMMQH10,三民路43巷-延壽街330巷,GS0038,121.560293,25.055857,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMMQH10
IMMVG,SMMVG10,潭美街-新明路321巷,GC0026,121.584975,25.055797,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMMVG10
IMNGN,SMNGN10,太原路175巷,GC0061,121.516835,25.056125,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNGN10
IMNIG,SMNIG10,林森北路-310巷,GN0047,121.525534,25.056192,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNIG10
IMNJQ,SMNJQ10,民生東路一段-23巷,GN0036,121.523789,25.058027,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNJQ10
IMNKQ,SMNKQ10,建國北路二段-興安路,GN0064,121.536882,25.056188,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNKQ10
IMNL8,SMNL810,興安街-合江街,GA0269,121.539122,25.056134,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNL810
IMNLH,SMNLH10,興安街-龍江路,GA0269,121.540549,25.056102,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNLH10
IMNLS,SMNLS10,興安街-遼寧街,GA0269,121.542144,25.05606,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNLS10
IMNM9,SMNM910,復興北路-興安街,GN0072,121.544127,25.056089,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNM910
IMNR7,SMNR710,三民路74巷,GS0039,121.563659,25.055628,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMNR710
IMP3U,SMP3U10,興東街-新民街,GC0171,121.611987,25.05596,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMP3U10
IMPPI,SMPPI10,光復北路-延壽街,GC0035,121.555604,25.056218,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMPPI10
IMPXJ,SMPXJ10,重陽路39巷-向陽路196巷,GA0304,121.595365,25.056012,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMPXJ10
IMQ4C,SMQ4C10,三重路-新民街,GA0307,121.61399,25.056151,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQ4C10
IMQ4T,SMQ4T10,經貿二路-展覽館公車道(南),GA0307,121.616725,25.056175,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQ4T10
IMQGX,SMQGX10,承德路二段-平陽街,GC0184,121.518144,25.054738,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQGX10
IMQMV,SMQMV10,復興北路-長春路,GN0072,121.54408,25.054536,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQMV10
IMQN8,SMQN810,敦化北路199巷,GA0079,121.548984,25.056351,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQN810
IMQPS,SMQPS10,延壽街402巷,GC0186,121.557181,25.056348,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQPS10
IMQTA,SMQTA10,堤頂一段-行善路,GS0300,121.574345,25.05593,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQTA10
IMQY6,SMQY610,重陽路125巷,GA0304,121.598271,25.056224,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQY610
IMQYS,SMQYS10,興南街-64巷,GS0027,121.601671,25.056174,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMQYS10
IMRGP,SMRGP10,五原路-太原路,GN0020,121.516933,25.056647,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMRGP10
IMRIS,SMRIS10,新生北二段62巷,GN0047,121.527545,25.055932,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMRIS10
IMRNM,SMRNM10,敦化北路199巷-民生東四段54巷,GC0164,121.5513,25.056585,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMRNM10
IMRNT,SMRNT10,敦化北路199巷民生國小,GC0164,121.552266,25.056547,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMRNT10
IMRX9,SMRX910,向陽96巷,GA0304,121.593663,25.056419,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMRX910
IMSEX,SMSEX10,環河北一段-民生西路,GC0067,121.508272,25.056857,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSEX10
IMSF6,SMSF610,民生西路-西寧北路,GC0067,121.509005,25.056873,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSF610
IMSFG,SMSFG10,民生西路-民樂街,GC0067,121.510649,25.056884,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSFG10
IMSQG,SMSQG10,延壽街330巷,GS0038,121.560215,25.05658,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSQG10
IMSQM,SMSQM10,延壽街314巷,GS0039,121.561771,25.056719,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSQM10
IMSV8,SMSV810,新明路219巷,GS0300,121.583744,25.056607,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMSV810
IMTFB,SMTFB10,民生西路-迪化街一段,GC0067,121.509838,25.056888,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTFB10
IMTFL,SMTFL10,延平北二段-民生西路,GA0001,121.511602,25.056927,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTFL10
IMTG5,SMTG510,重慶北二段-民生西路,GN0019,121.513793,25.056974,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTG510
IMTHB,SMTHB10,民生西路---66巷(捷運1號出口),GN0019,121.519722,25.057522,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTHB10
IMTR6,SMTR610,延壽街--三民路,GS0039,121.563596,25.056856,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTR610
IMTYB,SMTYB10,重陽路199巷,GA0304,121.599036,25.056573,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTYB10
IMTYC,SMTYC10,重陽路-三重路,GA0304,121.613038,25.061996,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMTYC10
IMUGG,SMUGG10,民生西路-寧夏路,GN0019,121.515557,25.057013,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMUGG10
IMUKZ,SMUKZ10,吉林路-218巷,GN0047,121.530204,25.05894,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMUKZ10
IMUTT,SMUTT10,行善路-民善街,GS0271,121.577146,25.057292,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMUTT10
IMUVD,SMUVD10,新明路-321巷,GS0300,121.584449,25.056893,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMUVD10
IMV3I,SMV3I10,惠民街-興東街,GC0171,121.610078,25.056957,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMV3I10
IMV4U,SMV4U10,經貿二路62巷,GA0307,121.616828,25.056816,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMV4U10
IMVGF,SMVGF10,寧夏路靜修女中,GC0087,121.515498,25.05722,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMVGF10
IMVGP,SMVGP10,民生西路-太原路,GN0019,121.517312,25.057196,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMVGP10
IMVRM,SMVRM10,延壽街-新東街,GS0039,121.566114,25.057063,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMVRM10
IMVRT,SMVRT10,延壽街-民生東路五段260巷,GN0082,121.567125,25.057141,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMVRT10
IMVUL,SMVUL10,南京東六段-舊宗路一段,GC0091,121.581436,25.057022,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMVUL10
IMWGW,SMWGW10,承德路二段-民生西路,GN0019,121.518175,25.057337,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMWGW10
IMWUP,SMWUP10,南京東六段-堤頂一段,GS0300,121.57655,25.054757,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMWUP10
IMWVG,SMWVG10,新明路174巷,GS0300,121.584945,25.057099,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMWVG10
IMX4U,SMX4U10,經貿二路-展覽館公車道(北),GA0307,121.61679,25.057204,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMX4U10
IMXH8,SMXH810,民生西路-雙連街,GN0019,121.519186,25.057451,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMXH810
IMXSB,SMXSB10,延壽街-塔悠路,GN0088,121.569336,25.057313,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMXSB10
IMYN8,SMYN810,民生東三段-敦化北路,GA0079,121.54901,25.057696,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMYN810
IMYTH,SMYTH10,新東街30巷,GS0038,121.567102,25.059439,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMYTH10
IMZL6,SMZL610,"民權東三段39,60巷",GN0070,121.542449,25.062171,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZL610
IMZL9,SMZL910,民生東三段-合江街,GN0072,121.539169,25.057813,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZL910
IMZLI,SMZLI10,民生東三段-龍江路,GN0072,121.540695,25.057808,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZLI10
IMZLS,SMZLS10,民生東三段-遼寧街,GN0072,121.542192,25.057784,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZLS10
IMZM9,SMZM910,民生東三段-復興北路,GN0072,121.544144,25.05775,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZM910
IMZXY,SMZXY10,松河街-重陽路125巷,GA0304,121.597654,25.057581,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZXY10
IMZYU,SMZYU10,重陽路187巷,GA0304,121.601965,25.057547,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZYU10
IMZZC,SMZZC10,重陽路-興華路,GA0304,121.605366,25.057829,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SMZZC10
IN54C,SN54C10,三重路-經貿二路88巷,GA0307,121.614135,25.057396,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN54C10
IN54U,SN54U10,經貿二路-88巷(2-3號道路),GA0307,121.616832,25.057556,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN54U10
IN5HV,SN5HV10,民生東一段-中山北二段,GN0036,121.522845,25.05789,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5HV10
IN5IG,SN5IG10,民生東一段-林森北路,GN0047,121.525522,25.058043,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5IG10
IN5IU,SN5IU10,民生東一段-新生北二段,GN0047,121.527594,25.058027,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5IU10
IN5J6,SN5J610,民生東二段-中原街-,GN0047,121.528892,25.057986,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5J610
IN5JI,SN5JI10,民生東二段-長春路137巷,GN0047,121.531548,25.05794,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5JI10
IN5JL,SN5JL10,民生東二段115巷,GN0047,121.531262,25.057947,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5JL10
IN5JX,SN5JX10,民生東二段-松江路,GN0057,121.533133,25.057916,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5JX10
IN5KR,SN5KR10,民生東二段-建國北二段,GN0064,121.536919,25.057858,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5KR10
IN5KS,SN5KS10,民生東二段147巷,GN0064,121.534808,25.057929,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5KS10
IN5NH,SN5NH10,民生東四段55巷,GA0079,121.550547,25.057718,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5NH10
IN5YW,SN5YW10,"重陽路190,235巷",GA0304,121.602362,25.057643,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5YW10
IN5ZD,SN5ZD10,"重陽路166,203巷",GA0304,121.604423,25.057689,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5ZD10
IN5ZE,SN5ZE10,重陽路-興南街,GA0304,121.604423,25.057698,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN5ZE10
IN6FL,SN6FL10,延平北二段-歸綏街,GA0001,121.511508,25.058128,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN6FL10
IN6FZ,SN6FZ10,重慶北二段-歸綏街,GN0019,121.513659,25.058166,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN6FZ10
IN6NS,SN6NS10,民生東四段97巷,GN0082,121.552124,25.057973,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN6NS10
IN6R6,SN6R610,三民路113巷,GS0039,121.563482,25.058003,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN6R610
IN6VU,SN6VU10,新明路126巷,GS0300,121.58713,25.057957,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN6VU10
IN7PA,SN7PA10,民生東四段131巷,GN0082,121.554245,25.058173,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN7PA10
IN7ST,SN7ST10,"塔悠路179,180號",GN0088,121.56922,25.057936,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN7ST10
IN8GX,SN8GX10,承德路二段-萬全街,GN0019,121.518189,25.058421,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8GX10
IN8PG,SN8PG10,民生東四段-光復北路,GN0082,121.555237,25.058251,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8PG10
IN8PN,SN8PN10,富錦街-民生東五段27巷,GN0002,121.556981,25.060456,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8PN10
IN8PS,SN8PS10,民生東五段36巷,GN0088,121.557002,25.058371,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8PS10
IN8PT,SN8PT10,民生東二段-吉林路,GN0047,121.5302,25.057963,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8PT10
IN8ZS,SN8ZS10,重陽路-興中路,GA0304,121.606675,25.058095,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN8ZS10
IN9PZ,SN9PZ10,民生東五段69巷,GN0088,121.558281,25.058492,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN9PZ10
IN9VY,SN9VY10,"康樂街110,111巷",GC0103,121.587756,25.058288,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN9VY10
IN9XA,SN9XA10,重陽路39巷-向陽路258巷,GA0304,121.59394,25.058275,https://www.ttcx.dot.gov.taipei/cpt/api/TimingPlan/pdf/SN9XA10
