Detector;Time;qPKW;vPKW
ZKJJP20;310.00;139;39.36
ZK9KC60;310.00;139;39.36
ZJQJI20;310.00;103;32.77
ZJTJ820;310.00;142;46.64
ZJHKR40;315.00;62;27.34
ZJ7KV40_ZINKW40;315.00;91;37.32
ZJSJD40;315.00;83;25.17
ZK5JW60;315.00;49;37.16
ZK7K820;315.00;26;36.85
Z7230E0_ZK7KP40;315.00;85;35.47
ZJHKR20_ZJWJ740;315.00;111;36.28
ZKJJP20;315.00;133;38.68
ZK9KC60;315.00;91;27.91
ZJQJI20;315.00;115;43.32
ZJTJ820;315.00;147;45.99
ZJHKR40;320.00;95;29.41
ZJ7KV40_ZINKW40;320.00;78;37.65
ZJSJD40;320.00;115;24.7
ZK5JW60;320.00;35;37.03
ZK7K820;320.00;19;37.26
Z7230E0_ZK7KP40;320.00;83;32.64
ZJHKR20_ZJWJ740;320.00;144;38.74
ZKJJP20;320.00;169;43.92
ZK9KC60;320.00;116;35.38
ZJQJI20;320.00;116;28.36
ZJTJ820;320.00;129;48.95
ZJHKR40;325.00;57;31.86
ZJ7KV40_ZINKW40;325.00;83;39.82
ZJSJD40;325.00;115;23.51
ZK5JW60;325.00;57;37.54
ZK7K820;325.00;24;35.42
Z7230E0_ZK7KP40;325.00;79;35.89
ZJHKR20_ZJWJ740;325.00;123;41.16
ZKJJP20;325.00;130;38.88
ZK9KC60;325.00;102;29.81
ZJQJI20;325.00;137;37.75
ZJTJ820;325.00;145;45.43
ZJHKR40;330.00;92;29.71
ZJ7KV40_ZINKW40;330.00;78;39.71
ZJSJD40;330.00;164;22.02
ZK5JW60;330.00;57;31.04
ZK7K820;330.00;26;25.88
Z7230E0_ZK7KP40;330.00;71;28.9
ZJHKR20_ZJWJ740;330.00;134;36.57
ZKJJP20;330.00;166;39.87
ZK9KC60;330.00;123;35.39
ZJQJI20;330.00;108;31.06
ZJTJ820;330.00;166;45.89
ZJHKR40;335.00;52;35.67
ZJ7KV40_ZINKW40;335.00;73;38.6
ZJSJD40;335.00;111;21.76
ZK5JW60;335.00;68;34.85
ZK7K820;335.00;26;33.73
Z7230E0_ZK7KP40;335.00;80;27.78
ZJHKR20_ZJWJ740;335.00;111;36.48
ZKJJP20;335.00;128;38.77
ZK9KC60;335.00;99;38.64
ZJQJI20;335.00;131;37.25
ZJTJ820;335.00;129;50.75
ZJHKR40;340.00;89;30.15
ZJ7KV40_ZINKW40;340.00;78;40.35
ZJSJD40;340.00;124;27.17
ZK5JW60;340.00;58;32.28
ZK7K820;340.00;24;38.5
Z7230E0_ZK7KP40;340.00;56;28.33
ZJHKR20_ZJWJ740;340.00;138;40.28
ZKJJP20;340.00;157;40.57
ZK9KC60;340.00;154;41.83
ZJQJI20;340.00;109;27.61
ZJTJ820;340.00;129;47.47
ZJHKR40;345.00;66;31.08
ZJ7KV40_ZINKW40;345.00;102;39.46
ZJSJD40;345.00;117;22.87
ZK5JW60;345.00;72;37.83
ZK7K820;345.00;20;34.2
Z7230E0_ZK7KP40;345.00;72;27.17
ZJHKR20_ZJWJ740;345.00;120;37.23
ZKJJP20;345.00;153;40.08
ZK9KC60;345.00;105;30.84
ZJQJI20;345.00;129;36.67
ZJTJ820;345.00;142;46.61
ZJHKR40;350.00;97;27.7
ZJ7KV40_ZINKW40;350.00;94;33.09
ZJSJD40;350.00;175;27.43
ZK5JW60;350.00;58;33.22
ZK7K820;350.00;29;23.52
Z7230E0_ZK7KP40;350.00;67;23.63
ZJHKR20_ZJWJ740;350.00;137;37.48
ZKJJP20;350.00;184;45.77
ZK9KC60;350.00;164;39.54
ZJQJI20;350.00;117;27.25
ZJTJ820;350.00;159;41.89
ZJHKR40;355.00;92;25.54
ZJ7KV40_ZINKW40;355.00;91;37.49
ZJSJD40;355.00;133;22.2
ZK5JW60;355.00;66;34.42
ZK7K820;355.00;32;40.75
Z7230E0_ZK7KP40;355.00;83;25.6
ZJHKR20_ZJWJ740;355.00;155;37.42
ZKJJP20;355.00;200;41.29
ZK9KC60;355.00;140;32.35
ZJQJI20;355.00;175;36.01
ZJTJ820;355.00;153;45.43
ZJHKR40;360.00;96;34.24
ZJ7KV40_ZINKW40;360.00;99;37.35
ZJSJD40;360.00;142;22.52
ZK5JW60;360.00;83;32.19
ZK7K820;360.00;48;35.12
Z7230E0_ZK7KP40;360.00;70;23.27
ZJHKR20_ZJWJ740;360.00;131;39.98
ZKJJP20;360.00;122;42.84
ZK9KC60;360.00;96;32.3
ZJQJI20;360.00;104;26.86
ZJTJ820;360.00;171;40.57
ZJHKR40;365.00;74;33.41
ZJ7KV40_ZINKW40;365.00;73;35.71
ZJSJD40;365.00;122;23.87
ZK5JW60;365.00;48;37.04
ZK7K820;365.00;25;33.36
Z7230E0_ZK7KP40;365.00;62;24.96
ZJHKR20_ZJWJ740;365.00;162;40.7
ZKJJP20;365.00;197;43.9
ZK9KC60;365.00;144;34.27
ZJQJI20;365.00;165;31.64
ZJTJ820;365.00;164;44.15
ZJHKR40;370.00;81;27.33
ZJ7KV40_ZINKW40;370.00;114;40.56
ZJSJD40;370.00;152;18.49
ZK5JW60;370.00;61;33.92
ZK7K820;370.00;30;28.03
Z7230E0_ZK7KP40;370.00;75;22.36
ZJHKR20_ZJWJ740;370.00;113;41.93
ZKJJP20;370.00;120;40.62
ZK9KC60;370.00;99;42.66
ZJQJI20;370.00;89;26.1
ZJTJ820;370.00;180;38.99
ZJHKR40;375.00;98;31.12
ZJ7KV40_ZINKW40;375.00;88;36.29
ZJSJD40;375.00;119;17.37
ZK5JW60;375.00;51;35.59
ZK7K820;375.00;27;28.41
Z7230E0_ZK7KP40;375.00;65;22.94
ZJHKR20_ZJWJ740;375.00;162;34.6
ZKJJP20;375.00;206;39.48
ZK9KC60;375.00;147;39.83
ZJQJI20;375.00;151;32.62
ZJTJ820;375.00;179;45.63
ZJHKR40;380.00;104;26.97
ZJ7KV40_ZINKW40;380.00;115;37.83
ZJSJD40;380.00;193;22.1
ZK5JW60;380.00;72;34.81
ZK7K820;380.00;35;37.66
Z7230E0_ZK7KP40;380.00;83;26.65
ZJHKR20_ZJWJ740;380.00;108;34.33
ZKJJP20;380.00;140;40.56
ZK9KC60;380.00;96;47.14
ZJQJI20;380.00;88;27.39
ZJTJ820;380.00;154;47.94
ZJHKR40;385.00;82;31.11
ZJ7KV40_ZINKW40;385.00;83;41.06
ZJSJD40;385.00;119;17.64
ZK5JW60;385.00;56;34.54
ZK7K820;385.00;37;37.43
Z7230E0_ZK7KP40;385.00;56;24.63
ZJHKR20_ZJWJ740;385.00;120;33.8
ZKJJP20;385.00;224;43.33
ZK9KC60;385.00;161;40.8
ZJQJI20;385.00;165;32.68
ZJTJ820;385.00;156;47.36
ZJHKR40;390.00;100;27.08
ZJ7KV40_ZINKW40;390.00;168;34.69
ZJSJD40;390.00;146;21.25
ZK5JW60;390.00;60;37.57
ZK7K820;390.00;41;42.12
Z7230E0_ZK7KP40;390.00;66;32.22
ZJHKR20_ZJWJ740;390.00;125;37.04
ZKJJP20;390.00;99;33.71
ZK9KC60;390.00;107;36.34
ZJQJI20;390.00;99;26.97
ZJTJ820;390.00;169;42.09
ZJHKR40;395.00;112;23.62
ZJ7KV40_ZINKW40;395.00;68;39.31
ZJSJD40;395.00;157;19.22
ZK5JW60;395.00;52;34.6
ZK7K820;395.00;30;30.63
Z7230E0_ZK7KP40;395.00;50;26.5
ZJHKR20_ZJWJ740;395.00;156;35.19
ZKJJP20;395.00;192;39.39
ZK9KC60;395.00;147;39.22
ZJQJI20;395.00;173;35.49
ZJTJ820;395.00;173;39.4
ZJHKR40;400.00;97;27.35
ZJ7KV40_ZINKW40;400.00;111;40.48
ZJSJD40;400.00;173;21.38
ZK5JW60;400.00;78;35.91
ZK7K820;400.00;38;33.66
Z7230E0_ZK7KP40;400.00;67;27.78
ZJHKR20_ZJWJ740;400.00;122;35.43
ZKJJP20;400.00;119;35.61
ZK9KC60;400.00;112;52.36
ZJQJI20;400.00;92;27.91
ZJTJ820;400.00;158;41.94
ZJHKR40;405.00;115;25.3
ZJ7KV40_ZINKW40;405.00;109;37.38
ZJSJD40;405.00;198;14.86
ZK5JW60;405.00;68;30.32
ZK7K820;405.00;39;38.03
Z7230E0_ZK7KP40;405.00;66;29.85
ZJHKR20_ZJWJ740;405.00;164;35.85
ZKJJP20;405.00;211;38.58
ZK9KC60;405.00;145;32.3
ZJQJI20;405.00;183;34.27
ZJTJ820;405.00;176;43.06
ZJHKR40;410.00;125;28.34
ZJ7KV40_ZINKW40;410.00;138;37.38
ZJSJD40;410.00;155;20.56
ZK5JW60;410.00;71;32.52
ZK7K820;410.00;36;37.69
Z7230E0_ZK7KP40;410.00;71;21.7
ZJHKR20_ZJWJ740;410.00;134;35.05
ZKJJP20;410.00;108;37.57
ZK9KC60;410.00;103;34.43
ZJQJI20;410.00;96;27.74
ZJTJ820;410.00;156;42.38
ZJHKR40;415.00;109;33.62
ZJ7KV40_ZINKW40;415.00;96;34.24
ZJSJD40;415.00;157;20.96
ZK5JW60;415.00;56;33.18
ZK7K820;415.00;20;38.65
Z7230E0_ZK7KP40;415.00;52;22.32
ZJHKR20_ZJWJ740;415.00;179;34.13
ZKJJP20;415.00;220;36.68
ZK9KC60;415.00;150;32.24
ZJQJI20;415.00;178;35.38
ZJTJ820;415.00;160;45.3
ZJHKR40;425.00;112;33.92
ZJ7KV40_ZINKW40;425.00;158;33.18
ZJSJD40;425.00;169;24.38
ZK5JW60;425.00;75;31.93
ZK7K820;425.00;40;40.0
Z7230E0_ZK7KP40;425.00;64;27.57
ZJHKR20_ZJWJ740;425.00;130;36.17
ZKJJP20;425.00;137;36.7
ZK9KC60;425.00;91;29.07
ZJQJI20;425.00;98;25.18
ZJTJ820;425.00;171;43.18
ZJHKR40;430.00;112;27.43
ZJ7KV40_ZINKW40;430.00;82;34.55
ZJSJD40;430.00;132;19.52
ZK5JW60;430.00;46;27.85
ZK7K820;430.00;29;34.21
Z7230E0_ZK7KP40;430.00;59;23.76
ZJHKR20_ZJWJ740;430.00;153;36.2
ZKJJP20;430.00;205;39.59
ZK9KC60;430.00;119;25.18
ZJQJI20;430.00;177;36.72
ZJTJ820;430.00;164;43.59
ZJHKR40;435.00;99;31.59
ZJ7KV40_ZINKW40;435.00;122;38.98
ZJSJD40;435.00;150;20.17
ZK5JW60;435.00;49;39.94
ZK7K820;435.00;39;36.72
Z7230E0_ZK7KP40;435.00;57;21.08
ZJHKR20_ZJWJ740;435.00;138;37.38
ZKJJP20;435.00;131;34.57
ZK9KC60;435.00;74;21.36
ZJQJI20;435.00;103;27.69
ZJTJ820;435.00;150;39.15
ZJHKR40;440.00;110;23.52
ZJ7KV40_ZINKW40;440.00;105;35.41
ZJSJD40;440.00;107;23.27
ZK5JW60;440.00;51;32.96
ZK7K820;440.00;36;36.86
Z7230E0_ZK7KP40;440.00;59;23.29
ZJHKR20_ZJWJ740;440.00;153;37.52
ZKJJP20;440.00;197;47.54
ZK9KC60;440.00;131;25.53
ZJQJI20;440.00;187;36.6
ZJTJ820;440.00;136;48.88
ZJHKR40;445.00;113;28.35
ZJ7KV40_ZINKW40;445.00;109;37.65
ZJSJD40;445.00;155;19.33
ZK5JW60;445.00;57;34.02
ZK7K820;445.00;46;29.3
Z7230E0_ZK7KP40;445.00;61;24.88
ZJHKR20_ZJWJ740;445.00;121;40.5
ZKJJP20;445.00;116;34.24
ZK9KC60;445.00;94;42.34
ZJQJI20;445.00;103;30.08
ZJTJ820;445.00;136;44.96
ZJHKR40;450.00;100;33.46
ZJ7KV40_ZINKW40;450.00;101;33.18
ZJSJD40;450.00;126;18.47
ZK5JW60;450.00;50;37.24
ZK7K820;450.00;26;40.15
Z7230E0_ZK7KP40;450.00;67;25.88
ZJHKR20_ZJWJ740;450.00;144;39.27
ZKJJP20;450.00;208;40.0
ZK9KC60;450.00;163;43.69
ZJQJI20;450.00;157;41.19
ZJTJ820;450.00;128;44.58
ZJHKR40;455.00;110;28.09
ZJ7KV40_ZINKW40;455.00;102;39.49
ZJSJD40;455.00;108;19.31
ZK5JW60;455.00;50;32.66
ZK7K820;455.00;40;39.12
Z7230E0_ZK7KP40;455.00;80;30.91
ZJHKR20_ZJWJ740;455.00;110;36.96
ZKJJP20;455.00;102;41.07
ZK9KC60;455.00;90;48.67
ZJQJI20;455.00;107;25.79
ZJTJ820;455.00;121;45.18
ZJHKR40;460.00;98;27.51
ZJ7KV40_ZINKW40;460.00;68;36.72
ZJSJD40;460.00;115;23.16
ZK5JW60;460.00;41;37.56
ZK7K820;460.00;38;35.5
Z7230E0_ZK7KP40;460.00;65;33.56
ZJHKR20_ZJWJ740;460.00;125;39.98
ZKJJP20;460.00;149;41.69
ZK9KC60;460.00;134;52.53
ZJQJI20;460.00;150;41.57
ZJTJ820;460.00;149;39.71
ZJHKR40;465.00;73;24.56
ZJ7KV40_ZINKW40;465.00;77;35.48
ZJSJD40;465.00;113;21.47
ZK5JW60;465.00;44;37.7
ZK7K820;465.00;34;38.79
Z7230E0_ZK7KP40;465.00;64;36.17
ZJHKR20_ZJWJ740;465.00;120;36.77
ZKJJP20;465.00;123;41.26
ZK9KC60;465.00;99;57.52
ZJQJI20;465.00;114;42.04
ZJTJ820;465.00;133;47.15
ZJHKR40;470.00;111;27.65
ZJ7KV40_ZINKW40;470.00;84;31.45
ZJSJD40;470.00;103;22.62
ZK5JW60;470.00;33;38.09
ZK7K820;470.00;28;37.14
Z7230E0_ZK7KP40;470.00;58;39.76
ZJHKR20_ZJWJ740;470.00;119;36.49
ZKJJP20;470.00;90;43.59
ZK9KC60;470.00;90;49.61
ZJQJI20;470.00;144;38.25
ZJTJ820;470.00;117;45.15
ZJHKR40;475.00;90;23.94
ZJ7KV40_ZINKW40;475.00;66;37.47
ZJSJD40;475.00;115;21.39
ZK5JW60;475.00;39;34.21
ZK7K820;475.00;28;44.43
Z7230E0_ZK7KP40;475.00;62;35.41
ZJHKR20_ZJWJ740;475.00;115;34.68
ZKJJP20;475.00;159;43.72
ZK9KC60;475.00;150;51.87
ZJQJI20;475.00;149;40.69
ZJTJ820;475.00;94;43.99
ZJHKR40;480.00;49;36.2
ZJ7KV40_ZINKW40;480.00;79;41.59
ZJSJD40;480.00;81;16.05
ZK5JW60;480.00;49;33.73
ZK7K820;480.00;49;40.69
Z7230E0_ZK7KP40;480.00;84;33.4
ZJHKR20_ZJWJ740;480.00;107;37.18
ZKJJP20;480.00;116;40.77
ZK9KC60;480.00;88;32.5
ZJQJI20;480.00;112;40.17
ZJTJ820;480.00;82;51.52
ZJHKR40;485.00;72;33.4
ZJ7KV40_ZINKW40;485.00;70;40.69
ZJSJD40;485.00;108;20.13
ZK5JW60;485.00;30;33.07
ZK7K820;485.00;30;34.93
Z7230E0_ZK7KP40;485.00;76;34.51
ZJHKR20_ZJWJ740;485.00;118;40.22
ZKJJP20;485.00;76;44.84
ZK9KC60;485.00;94;23.44
ZJQJI20;485.00;152;38.49
ZJTJ820;485.00;91;46.8
ZJHKR40;490.00;75;34.56
ZJ7KV40_ZINKW40;490.00;65;39.55
ZJSJD40;490.00;80;14.55
ZK5JW60;490.00;49;36.55
ZK7K820;490.00;15;40.0
Z7230E0_ZK7KP40;490.00;66;36.66
ZJHKR20_ZJWJ740;490.00;113;37.83
ZKJJP20;490.00;145;40.81
ZK9KC60;490.00;141;36.21
ZJQJI20;490.00;123;38.93
ZJTJ820;490.00;95;49.63
ZJHKR40;495.00;52;31.79
ZJ7KV40_ZINKW40;495.00;68;39.29
ZJSJD40;495.00;93;22.51
ZK5JW60;495.00;54;34.85
ZK7K820;495.00;24;39.88
Z7230E0_ZK7KP40;495.00;58;41.85
ZJHKR20_ZJWJ740;495.00;112;39.99
ZKJJP20;495.00;96;42.43
ZK9KC60;495.00;109;43.04
ZJQJI20;495.00;119;39.43
ZJTJ820;495.00;90;45.48
ZJHKR40;500.00;54;35.39
ZJ7KV40_ZINKW40;500.00;79;38.77
ZJSJD40;500.00;75;24.75
ZK5JW60;500.00;23;30.57
ZK7K820;500.00;23;45.65
Z7230E0_ZK7KP40;500.00;69;36.3
ZJHKR20_ZJWJ740;500.00;100;36.43
ZKJJP20;500.00;76;43.71
ZK9KC60;500.00;95;43.05
ZJQJI20;500.00;133;37.56
ZJTJ820;500.00;90;45.8
ZJHKR40;505.00;59;31.78
ZJ7KV40_ZINKW40;505.00;54;32.81
ZJSJD40;505.00;110;23.92
ZK5JW60;505.00;50;32.66
ZK7K820;505.00;20;41.35
Z7230E0_ZK7KP40;505.00;55;38.19
ZJHKR20_ZJWJ740;505.00;99;40.29
ZKJJP20;505.00;95;46.77
ZK9KC60;505.00;133;50.74
ZJQJI20;505.00;108;42.21
ZJTJ820;505.00;94;44.3
ZJHKR40;510.00;45;36.18
ZJ7KV40_ZINKW40;510.00;73;36.26
ZJSJD40;510.00;76;20.89
ZK5JW60;510.00;34;35.18
ZK7K820;510.00;24;36.21
Z7230E0_ZK7KP40;510.00;70;35.79
ZJHKR20_ZJWJ740;510.00;79;38.96
ZKJJP20;510.00;92;47.45
ZK9KC60;510.00;113;43.57
ZJQJI20;510.00;91;44.34
ZJTJ820;510.00;81;47.83
ZJHKR40;515.00;60;37.72
ZJ7KV40_ZINKW40;515.00;72;40.13
ZJSJD40;515.00;85;23.4
ZK5JW60;515.00;18;37.72
ZK7K820;515.00;24;36.92
Z7230E0_ZK7KP40;515.00;70;36.68
ZJHKR20_ZJWJ740;515.00;94;38.42
ZKJJP20;515.00;82;40.38
ZK9KC60;515.00;75;43.37
ZJQJI20;515.00;113;38.88
ZJTJ820;515.00;92;49.43
ZJHKR40;520.00;61;37.2
ZJ7KV40_ZINKW40;520.00;52;41.29
ZJSJD40;520.00;69;21.77
ZK5JW60;520.00;33;38.64
ZK7K820;520.00;10;35.3
Z7230E0_ZK7KP40;520.00;62;38.96
ZJHKR20_ZJWJ740;520.00;77;41.21
ZKJJP20;520.00;120;46.76
ZK9KC60;520.00;120;46.73
ZJQJI20;520.00;112;39.88
ZJTJ820;520.00;63;45.92
ZJHKR40;525.00;59;34.1
ZJ7KV40_ZINKW40;525.00;46;35.29
ZJSJD40;525.00;64;25.61
ZK5JW60;525.00;37;36.32
ZK7K820;525.00;21;34.1
Z7230E0_ZK7KP40;525.00;58;38.18
ZJHKR20_ZJWJ740;525.00;70;40.68
ZKJJP20;525.00;87;46.63
ZK9KC60;525.00;86;57.48
ZJQJI20;525.00;72;42.15
ZJTJ820;525.00;79;48.48
ZJHKR40;530.00;39;33.36
ZJ7KV40_ZINKW40;530.00;55;39.08
ZJSJD40;530.00;98;22.44
ZK5JW60;530.00;26;38.77
ZK7K820;530.00;24;40.46
Z7230E0_ZK7KP40;530.00;65;39.26
ZJHKR20_ZJWJ740;530.00;94;36.58
ZKJJP20;530.00;78;45.04
ZK9KC60;530.00;149;44.99
ZJQJI20;530.00;82;38.99
ZJTJ820;530.00;89;50.64
ZJHKR40;535.00;57;31.11
ZJ7KV40_ZINKW40;535.00;69;37.64
ZJSJD40;535.00;68;22.38
ZK5JW60;535.00;33;34.79
ZK7K820;535.00;28;37.93
Z7230E0_ZK7KP40;535.00;57;40.58
ZJHKR20_ZJWJ740;535.00;81;39.8
ZKJJP20;535.00;85;50.11
ZK9KC60;535.00;87;59.38
ZJQJI20;535.00;97;44.92
ZJTJ820;535.00;97;49.84
ZJHKR40;540.00;62;28.53
ZJ7KV40_ZINKW40;540.00;62;38.24
ZJSJD40;540.00;75;20.17
ZK5JW60;540.00;25;35.16
ZK7K820;540.00;13;40.0
Z7230E0_ZK7KP40;540.00;59;36.22
ZJHKR20_ZJWJ740;540.00;79;45.18
ZKJJP20;540.00;99;46.54
ZK9KC60;540.00;119;44.43
ZJQJI20;540.00;84;46.85
ZJTJ820;540.00;60;50.13
ZJHKR40;545.00;31;32.35
ZJ7KV40_ZINKW40;545.00;52;40.28
ZJSJD40;545.00;61;24.07
ZK5JW60;545.00;20;38.9
ZK7K820;545.00;21;38.57
Z7230E0_ZK7KP40;545.00;56;42.47
ZJHKR20_ZJWJ740;545.00;84;41.4
ZKJJP20;545.00;74;47.55
ZK9KC60;545.00;93;37.57
ZJQJI20;545.00;69;42.22
ZJTJ820;545.00;91;50.2
ZJHKR40;550.00;58;29.69
ZJ7KV40_ZINKW40;550.00;63;34.72
ZJSJD40;550.00;69;23.84
ZK5JW60;550.00;24;39.46
ZK7K820;550.00;19;41.63
Z7230E0_ZK7KP40;550.00;47;41.42
ZJHKR20_ZJWJ740;550.00;76;38.65
ZKJJP20;550.00;82;40.88
ZK9KC60;550.00;88;38.97
ZJQJI20;550.00;83;42.84
ZJTJ820;550.00;80;52.05
ZJHKR40;555.00;58;26.78
ZJ7KV40_ZINKW40;555.00;51;35.11
ZJSJD40;555.00;58;23.86
ZK5JW60;555.00;18;37.22
ZK7K820;555.00;17;32.94
Z7230E0_ZK7KP40;555.00;56;42.96
ZJHKR20_ZJWJ740;555.00;92;42.83
ZKJJP20;555.00;81;45.0
ZK9KC60;555.00;130;43.93
ZJQJI20;555.00;73;41.68
ZJTJ820;555.00;79;53.11
ZJHKR40;560.00;44;27.95
ZJ7KV40_ZINKW40;560.00;52;40.36
ZJSJD40;560.00;90;21.97
ZK5JW60;560.00;28;33.32
ZK7K820;560.00;13;24.62
Z7230E0_ZK7KP40;560.00;52;43.44
ZJHKR20_ZJWJ740;560.00;81;44.22
ZKJJP20;560.00;74;46.42
ZK9KC60;560.00;93;41.52
ZJQJI20;560.00;82;40.6
ZJTJ820;560.00;74;47.07
ZJHKR40;565.00;50;36.6
ZJ7KV40_ZINKW40;565.00;57;40.27
ZJSJD40;565.00;41;23.76
ZK5JW60;565.00;19;35.89
ZK7K820;565.00;25;29.4
Z7230E0_ZK7KP40;565.00;65;41.52
ZJHKR20_ZJWJ740;565.00;67;42.06
ZKJJP20;565.00;89;48.48
ZK9KC60;565.00;78;43.85
ZJQJI20;565.00;98;44.44
ZJTJ820;565.00;84;50.19
ZJHKR40;570.00;59;27.92
ZJ7KV40_ZINKW40;570.00;48;30.09
ZJSJD40;570.00;63;20.78
ZK5JW60;570.00;22;34.55
ZK7K820;570.00;12;38.33
Z7230E0_ZK7KP40;570.00;47;38.43
ZJHKR20_ZJWJ740;570.00;94;36.62
ZKJJP20;570.00;96;44.26
ZK9KC60;570.00;157;33.01
ZJQJI20;570.00;74;40.01
ZJTJ820;570.00;59;47.36
ZJHKR40;575.00;37;33.32
ZJ7KV40_ZINKW40;575.00;49;33.49
ZJSJD40;575.00;50;17.08
ZK5JW60;575.00;34;37.12
ZK7K820;575.00;19;38.11
Z7230E0_ZK7KP40;575.00;55;37.9
ZJHKR20_ZJWJ740;575.00;89;40.08
ZKJJP20;575.00;100;43.41
ZK9KC60;575.00;82;62.09
ZJQJI20;575.00;96;35.85
ZJTJ820;575.00;66;57.8
ZJHKR40;580.00;51;32.29
ZJ7KV40_ZINKW40;580.00;50;37.92
ZJSJD40;580.00;83;22.61
ZK5JW60;580.00;20;38.4
ZK7K820;580.00;20;42.05
Z7230E0_ZK7KP40;580.00;60;37.92
ZJHKR20_ZJWJ740;580.00;86;41.57
ZKJJP20;580.00;64;44.34
ZK9KC60;580.00;94;48.7
ZJQJI20;580.00;94;32.61
ZJTJ820;580.00;80;53.51
ZJHKR40;585.00;71;31.14
ZJ7KV40_ZINKW40;585.00;58;36.54
ZJSJD40;585.00;76;17.34
ZK5JW60;585.00;26;33.19
ZK7K820;585.00;8;38.12
Z7230E0_ZK7KP40;585.00;53;44.71
ZJHKR20_ZJWJ740;585.00;95;40.64
ZKJJP20;585.00;109;44.57
ZK9KC60;585.00;115;54.73
ZJQJI20;585.00;70;39.67
ZJTJ820;585.00;84;50.96
ZJHKR40;590.00;42;30.45
ZJ7KV40_ZINKW40;590.00;54;35.45
ZJSJD40;590.00;65;19.2
ZK5JW60;590.00;23;37.48
ZK7K820;590.00;32;32.84
Z7230E0_ZK7KP40;590.00;68;40.71
ZJHKR20_ZJWJ740;590.00;96;39.61
ZKJJP20;590.00;87;43.2
ZK9KC60;590.00;94;41.06
ZJQJI20;590.00;83;45.28
ZJTJ820;590.00;79;51.94
ZJHKR40;595.00;41;32.56
ZJ7KV40_ZINKW40;595.00;61;39.79
ZJSJD40;595.00;72;25.44
ZK5JW60;595.00;26;33.38
ZK7K820;595.00;15;30.07
Z7230E0_ZK7KP40;595.00;50;41.69
ZJHKR20_ZJWJ740;595.00;81;40.71
ZKJJP20;595.00;90;39.17
ZK9KC60;595.00;98;48.59
ZJQJI20;595.00;99;44.63
ZJTJ820;595.00;88;50.02
ZJHKR40;600.00;52;30.54
ZJ7KV40_ZINKW40;600.00;57;37.83
ZJSJD40;600.00;65;19.74
ZK5JW60;600.00;29;34.9
ZK7K820;600.00;5;35.8
Z7230E0_ZK7KP40;600.00;56;44.1
ZJHKR20_ZJWJ740;600.00;91;44.39
ZKJJP20;600.00;97;42.45
ZK9KC60;600.00;132;56.13
ZJQJI20;600.00;81;39.59
ZJTJ820;600.00;73;47.63
ZJHKR40;605.00;45;27.58
ZJ7KV40_ZINKW40;605.00;54;33.48
ZJSJD40;605.00;68;19.84
ZK5JW60;605.00;38;38.39
ZK7K820;605.00;19;42.0
Z7230E0_ZK7KP40;605.00;69;41.19
ZJHKR20_ZJWJ740;605.00;90;42.6
ZKJJP20;605.00;80;44.48
ZK9KC60;605.00;102;46.23
ZJQJI20;605.00;97;42.71
ZJTJ820;605.00;91;49.58
ZJHKR40;610.00;46;35.91
ZJ7KV40_ZINKW40;610.00;45;40.07
ZJSJD40;610.00;77;18.57
ZK5JW60;610.00;27;37.33
ZK7K820;610.00;14;30.07
Z7230E0_ZK7KP40;610.00;62;36.95
ZJHKR20_ZJWJ740;610.00;64;39.48
ZKJJP20;610.00;69;46.2
ZK9KC60;610.00;103;41.54
ZJQJI20;610.00;86;44.02
ZJTJ820;610.00;85;48.11
ZJHKR40;615.00;56;32.68
ZJ7KV40_ZINKW40;615.00;52;36.73
ZJSJD40;615.00;63;19.48
ZK5JW60;615.00;17;38.06
ZK7K820;615.00;8;44.5
Z7230E0_ZK7KP40;615.00;58;37.22
ZJHKR20_ZJWJ740;615.00;86;42.75
ZKJJP20;615.00;127;46.1
ZK9KC60;615.00;130;51.95
ZJQJI20;615.00;83;45.2
ZJTJ820;615.00;88;48.1
ZJHKR40;620.00;37;29.19
ZJ7KV40_ZINKW40;620.00;54;38.2
ZJSJD40;620.00;54;22.78
ZK5JW60;620.00;28;37.89
ZK7K820;620.00;14;40.93
Z7230E0_ZK7KP40;620.00;68;36.97
ZJHKR20_ZJWJ740;620.00;87;43.45
ZKJJP20;620.00;77;45.71
ZK9KC60;620.00;92;47.95
ZJQJI20;620.00;76;44.29
ZJTJ820;620.00;92;43.84
ZJHKR40;625.00;61;31.72
ZJ7KV40_ZINKW40;625.00;67;39.85
ZJSJD40;625.00;74;22.76
ZK5JW60;625.00;21;33.24
ZK7K820;625.00;9;28.22
Z7230E0_ZK7KP40;625.00;59;39.65
ZJHKR20_ZJWJ740;625.00;74;39.98
ZKJJP20;625.00;84;46.46
ZK9KC60;625.00;98;62.39
ZJQJI20;625.00;94;48.72
ZJTJ820;625.00;101;53.3
ZJHKR40;630.00;58;27.64
ZJ7KV40_ZINKW40;630.00;44;40.79
ZJSJD40;630.00;53;22.42
ZK5JW60;630.00;27;29.96
ZK7K820;630.00;16;39.31
Z7230E0_ZK7KP40;630.00;40;38.34
ZJHKR20_ZJWJ740;630.00;97;41.57
ZKJJP20;630.00;105;46.16
ZK9KC60;630.00;119;46.17
ZJQJI20;630.00;82;44.15
ZJTJ820;630.00;94;49.46
ZJHKR40;635.00;48;32.25
ZJ7KV40_ZINKW40;635.00;44;31.5
